Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK,City,State
Builder Floors,1.0,1.0,Unfurnished,504,Ready to Move,2.0,504.0,North,0.0,1300000.0,"Khadia, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Builder Floors,2.0,2.0,Furnished,730,Ready to Move,4.0,750.0,East,1.0,2950000.0,"Nawada, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,3.0,4.0,Furnished,1900,Ready to Move,45.0,3000.0,West,2.0,75000000.0,"Worli, Mumbai, Maharashtra",3.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,900,Ready to Move,2.0,900.0,South,0.0,4600000.0,"Jaganath Vihar, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Houses & Villas,3.0,3.0,Semi-Furnished,2300,New Launch,,1453.0,North,1.0,12000000.0,"Dabha, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Furnished,950,Ready to Move,7.0,1200.0,East,1.0,9000000.0,"Wahal Village, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,740,Ready to Move,12.0,900.0,East,1.0,5200000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,230,Ready to Move,7.0,250.0,East,1.0,2500000.0,"Tilak Nagar, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Houses & Villas,2.0,2.0,Unfurnished,30,Ready to Move,0.0,30.0,,0.0,1500000.0,"Dani Limda, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Unfurnished,200,Ready to Move,,210.0,,0.0,3300000.0,"Netaji Nagar, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,1.0,Unfurnished,500,Ready to Move,4.0,800.0,East,,4200000.0,"Panvel, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,4.0,4.0,Furnished,3525,Ready to Move,,4000.0,,,28000000.0,"Navrangpura, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Furnished,480,Ready to Move,29.0,733.0,East,1.0,13000000.0,"Hiranandani Estate, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,642,Under Construction,4.0,771.0,South,0.0,2544300.0,"Beleghata, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,1.0,1.0,Unfurnished,225,Ready to Move,7.0,300.0,North-East,1.0,3100000.0,"Kurla West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Houses & Villas,3.0,3.0,Furnished,2200,Ready to Move,2.0,3600.0,North,1.0,20000000.0,"Dharma Vihar, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Semi-Furnished,1150,Ready to Move,22.0,1350.0,North,1.0,11500000.0,"Nanded City, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,4.0,3.0,Semi-Furnished,0,Ready to Move,7.0,2097.0,North,1.0,14500000.0,"Navrangpura, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Houses & Villas,2.0,2.0,Unfurnished,5,Ready to Move,1.0,5.0,East,1.0,7300000.0,"Paschim Vihar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,2.0,Unfurnished,775,Under Construction,18.0,1007.0,East,1.0,9400000.0,"Kharadi, Pune, Maharashtra",2.0,Pune,Maharashtra
Builder Floors,2.0,1.0,Semi-Furnished,750,Ready to Move,4.0,680.0,South,0.0,2600000.0,"Sector 4, Bidhannagar, West Bengal",2.0,Bidhannagar,West Bengal
Apartments,2.0,1.0,Unfurnished,404,Ready to Move,4.0,530.0,South,0.0,2200000.0,"Beleghata, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,2.0,1.0,Semi-Furnished,120,Ready to Move,3.0,140.0,,1.0,2350000.0,"Amraiwadi, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Builder Floors,1.0,1.0,Unfurnished,300,Ready to Move,5.0,300.0,North,1.0,1850000.0,"Ranip, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,2.0,1.0,Semi-Furnished,400,New Launch,3.0,450.0,South-West,0.0,3500000.0,"Khyala, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,4.0,4.0,Unfurnished,1732,Ready to Move,,1732.0,East,,4944000.0,"Kolkata GPO, Kolkata, West Bengal",4.0,Kolkata,West Bengal
Houses & Villas,4.0,3.0,Semi-Furnished,1440,Ready to Move,2.0,1820.0,North-West,1.0,19000000.0,"Nonapukur, Kolkata, West Bengal",4.0,Kolkata,West Bengal
Houses & Villas,2.0,2.0,Unfurnished,800,Ready to Move,1.0,800.0,,,2100000.0,"Indira Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,2.0,Unfurnished,405,Under Construction,13.0,670.0,East,0.0,5150000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Farm Houses,1.0,1.0,Unfurnished,40,New Launch,1.0,1000.0,East,1.0,2400000.0,"Uday Ganj, Lucknow, Uttar Pradesh",1.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Unfurnished,425,New Launch,19.0,675.0,South-East,,3900000.0,"Mumbra Bypass Rd, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,950,Ready to Move,4.0,1050.0,,1.0,4800000.0,"Mahanagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,3.0,Semi-Furnished,1250,Ready to Move,6.0,1.0,,1.0,8000000.0,"Harihar Nagar, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,1.0,2.0,Unfurnished,440,Ready to Move,9.0,650.0,North-East,0.0,12000000.0,"Kajupada, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,799,New Launch,13.0,1118.0,East,1.0,6700009.0,"Ambegaon Kh Part N V, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,54,Ready to Move,4.0,49.0,North-East,0.0,400000.0,"Naroda, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Builder Floors,2.0,2.0,Unfurnished,700,Ready to Move,7.0,1150.0,East,1.0,7500000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Houses & Villas,3.0,2.0,Furnished,1200,Ready to Move,2.0,1000.0,North,1.0,7000000.0,"Indira Nagar, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,,748,Ready to Move,27.0,950.0,East,2.0,14500000.0,"Manpada, Thane, Maharashtra",2.0,Thane,Maharashtra
Houses & Villas,4.0,4.0,Furnished,2250,Ready to Move,1.0,2574.0,East,1.0,35000000.0,"Paldi, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Unfurnished,342,Under Construction,17.0,550.0,East,0.0,8550000.0,"Kurla West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,880,Ready to Move,5.0,880.0,North-East,1.0,3875000.0,"Picnic Garden, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,4.0,4.0,Semi-Furnished,4500,Ready to Move,2.0,5000.0,,2.0,45000000.0,"Navrangpura, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,3.0,3.0,Unfurnished,1100,Under Construction,4.0,1945.0,North,1.0,11700000.0,"Pokhariput, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,3.0,3.0,Semi-Furnished,1160,Ready to Move,18.0,1650.0,East,2.0,23500000.0,"Majiwada, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,1.0,1.0,Unfurnished,450,Ready to Move,31.0,650.0,East,1.0,6900000.0,"Ghodbuder Road, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,1.0,2.0,Unfurnished,441,Ready to Move,6.0,617.0,East,0.0,6300000.0,"Shukrawar Peth, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,4.0,4.0,Semi-Furnished,1500,Ready to Move,5.0,1750.0,North,1.0,15000000.0,"Park Circus, Kolkata, West Bengal",4.0,Kolkata,West Bengal
Houses & Villas,,,,0,,,0.0,East,,1300000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Unfurnished,410,New Launch,5.0,631.0,East,0.0,3900000.0,"Dapoli, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Builder Floors,2.0,1.0,Furnished,356,Ready to Move,3.0,356.0,East,0.0,1000000.0,"Chander Vihar, Delhi, Delhi",2.0,Delhi,Delhi
Builder Floors,2.0,1.0,Unfurnished,380,Ready to Move,5.0,400.0,East,1.0,1600000.0,"Tal Tala, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,3.0,3.0,Unfurnished,25,Ready to Move,3.0,25.0,South,0.0,3500000.0,"Sultanpuri, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,3.0,2.0,Furnished,900,Ready to Move,16.0,1200.0,West,1.0,13000000.0,"Manpada, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,534,Under Construction,7.0,822.0,,,3288000.0,"Manpada, Thane, Maharashtra",2.0,Thane,Maharashtra
Houses & Villas,2.0,1.0,Unfurnished,340,Ready to Move,5.0,340.0,West,0.0,800000.0,"Salkia, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,1.0,1.0,Semi-Furnished,400,Ready to Move,3.0,480.0,,,2000000.0,"AJC Bose Road, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Builder Floors,2.0,2.0,Furnished,790,Ready to Move,6.0,750.0,,0.0,12000000.0,"Tembhi Naka, Thane, Maharashtra",2.0,Thane,Maharashtra
Builder Floors,4.0,4.0,Furnished,5000,Ready to Move,,9000.0,,3.0,51100000.0,"Magarpatta City, Pune, Maharashtra",4.0,Pune,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,450,Ready to Move,4.0,500.0,East,0.0,5000000.0,"Kalwa, Thane, Maharashtra",1.0,Thane,Maharashtra
Houses & Villas,3.0,4.0,Semi-Furnished,1200,Ready to Move,3.0,1200.0,East,3.0,15000000.0,"Anand Nagar, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,750,Ready to Move,18.0,1085.0,East,1.0,15500000.0,"Hiranandani Estate, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,4.0,3.0,Unfurnished,1800,Ready to Move,2.0,1800.0,East,1.0,17500000.0,"Rohtak Road, Delhi, Delhi",4.0,Delhi,Delhi
Houses & Villas,1.0,1.0,Unfurnished,400,Ready to Move,3.0,400.0,North-East,0.0,3000000.0,"Janta Nagar, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,700,Ready to Move,16.0,1050.0,East,0.0,13000000.0,"Hiranandani Estate, Thane, Maharashtra",2.0,Thane,Maharashtra
Houses & Villas,2.0,2.0,Furnished,750,Ready to Move,1.0,750.0,South,0.0,4500000.0,"Haidarganj, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,,700,Ready to Move,7.0,980.0,East,1.0,2350000.0,"Wardha Road, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,446,Under Construction,5.0,558.0,South-East,0.0,2678400.0,"Tangra, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Furnished,980,Ready to Move,5.0,1710.0,North,1.0,7500000.0,"Nikol, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,2.0,2.0,Furnished,1000,New Launch,1.0,1000.0,West,1.0,3300000.0,"Indira Nagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,3.0,Semi-Furnished,1089,Ready to Move,16.0,1420.0,East,2.0,10500000.0,"Dhanori, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,3.0,2.0,Semi-Furnished,900,Ready to Move,4.0,990.0,North-East,1.0,3600000.0,"Maulviganj, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Builder Floors,1.0,1.0,Unfurnished,310,Ready to Move,4.0,500.0,East,1.0,3200000.0,"Ulwe, Navi  Mumbai, Maharashtra",1.0,Navi  Mumbai,Maharashtra
Apartments,3.0,2.0,Unfurnished,950,Under Construction,28.0,1400.0,East,1.0,18900000.0,"Hiranandani Estate, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,,,Unfurnished,205,Ready to Move,4.0,245.0,North-East,1.0,1200000.0,"Thane West, Thane, Maharashtra",,Thane,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,360,Ready to Move,7.0,690.0,West,1.0,5400000.0,"Kalamboli, Navi  Mumbai, Maharashtra",1.0,Navi  Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,260,Ready to Move,1.0,310.0,East,1.0,1000000.0,"Kalwa, Thane, Maharashtra",1.0,Thane,Maharashtra
Farm Houses,3.0,2.0,Unfurnished,1200,Ready to Move,,1200.0,North-West,,3000000.0,"Gomtipur Village, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Semi-Furnished,480,Ready to Move,14.0,730.0,East,2.0,3300000.0,"Kharghar, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Houses & Villas,,,,0,,,0.0,,,1300000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Furnished,54,Ready to Move,2.0,62.0,North,1.0,4700000.0,"Ranip, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Furnished,550,Ready to Move,2.0,550.0,South,0.0,4000000.0,"Beleghata, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,1.0,1.0,Semi-Furnished,580,Ready to Move,1.0,600.0,North,1.0,2400000.0,"Aliganj, Lucknow, Uttar Pradesh",1.0,Lucknow,Uttar Pradesh
Houses & Villas,3.0,3.0,Unfurnished,1550,Ready to Move,2.0,1550.0,East,3.0,8000000.0,"Beltarodi, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Furnished,480,Ready to Move,4.0,525.0,East,0.0,1400000.0,"Sundarpada, Bhubaneshwar, Odisha",1.0,Bhubaneshwar,Odisha
Houses & Villas,4.0,4.0,Semi-Furnished,750,Ready to Move,2.0,800.0,North-East,3.0,5000000.0,"Khadra, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Houses & Villas,2.0,1.0,Unfurnished,256,Ready to Move,1.0,256.0,South,0.0,5500000.0,"Mahim, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,0,Under Construction,3.0,900.0,South-East,,4500000.0,"Vishnu Garden, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,2.0,Unfurnished,455,Ready to Move,7.0,750.0,West,0.0,11500000.0,"Natwar Nagar, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,1.0,2.0,Unfurnished,403,Under Construction,7.0,621.0,,,2484000.0,"Kapurbawdi, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,3.0,3.0,Unfurnished,1050,Ready to Move,5.0,1390.0,West,1.0,9859635.0,"Baner Annex, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,360,Ready to Move,4.0,600.0,,,3600000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,799,New Launch,13.0,1118.0,East,1.0,6700000.0,"Ambegaon Pathar, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,1.0,Furnished,480,Ready to Move,6.0,560.0,,1.0,2800000.0,"Kondhwa, Pune, Maharashtra",1.0,Pune,Maharashtra
Houses & Villas,2.0,1.0,Semi-Furnished,1000,Ready to Move,2.0,1600.0,North,1.0,6000000.0,"IT Colony, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,1.0,2.0,Unfurnished,450,Ready to Move,21.0,600.0,East,0.0,4300000.0,"Ghodbuder Road, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Furnished,1100,Ready to Move,4.0,1100.0,West,1.0,4500000.0,"Sambhu Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,540,Ready to Move,4.0,600.0,East,1.0,2350000.0,"Uttam Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,1.0,Semi-Furnished,504,Ready to Move,5.0,630.0,South-West,0.0,4000000.0,"Entali, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,1.0,Unfurnished,10,Under Construction,2.0,10.0,East,0.0,1450000.0,"Shahpur, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,1.0,1.0,Unfurnished,300,Ready to Move,1.0,350.0,North,0.0,1550000.0,"Jaripatka, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Apartments,1.0,1.0,,450,Ready to Move,,450.0,,,1360000.0,"Kondhwa Khurd, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,1.0,1.0,Unfurnished,0,Ready to Move,2.0,65.0,East,0.0,1700000.0,"Khadia, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,3.0,3.0,Semi-Furnished,986,Ready to Move,12.0,1500.0,East,1.0,25000000.0,"CBD Belapur, Navi Mumbai, Maharashtra",3.0,Navi Mumbai,Maharashtra
Apartments,2.0,1.0,Unfurnished,790,Ready to Move,4.0,810.0,West,0.0,2600000.0,"Chitnis Nagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,4.0,3.0,Semi-Furnished,1600,Ready to Move,6.0,2550.0,East,0.0,10000000.0,"Howrah AC Market, Howrah, West Bengal",4.0,Howrah,West Bengal
Houses & Villas,2.0,1.0,Unfurnished,1680,Ready to Move,2.0,1500.0,South-East,1.0,2000000.0,"Dariapur, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,1.0,Unfurnished,0,Ready to Move,4.0,700.0,North,1.0,1800900.0,"Nagpur City H O, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,628,Under Construction,6.0,786.0,South,0.0,3144000.0,"VIP Road, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,3.0,3.0,Unfurnished,450,Ready to Move,2.0,900.0,East,0.0,8000000.0,"Adhyapak Nagar, Delhi, Delhi",3.0,Delhi,Delhi
Builder Floors,4.0,4.0,Semi-Furnished,1550,Ready to Move,4.0,1600.0,West,1.0,8500000.0,"Uttam Nagar, Delhi, Delhi",4.0,Delhi,Delhi
Apartments,2.0,2.0,Unfurnished,800,Ready to Move,12.0,1000.0,East,1.0,20000000.0,"Ghodbuder Road, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,3.0,2.0,Furnished,1000,Ready to Move,,1390.0,,1.0,7800000.0,"Hansapal, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Houses & Villas,2.0,1.0,Unfurnished,400,Ready to Move,2.0,400.0,,1.0,1700000.0,"Tulsi Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,611,Under Construction,7.0,941.0,,,3764000.0,"Kasheli, Thane, Maharashtra",2.0,Thane,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,500,Ready to Move,4.0,540.0,East,1.0,2500000.0,"Uttam Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Houses & Villas,1.0,1.0,Semi-Furnished,90,Ready to Move,1.0,90.0,West,1.0,7000000.0,"Chandkheda, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,681,Under Construction,5.0,852.0,South-West,0.0,3578400.0,"Beleghata, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,3.0,3.0,Semi-Furnished,1100,Ready to Move,20.0,1450.0,North-East,1.0,22000000.0,"Brahmand, Thane, Maharashtra",3.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,750,Under Construction,4.0,1000.0,North-East,1.0,5959000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,3.0,3.0,Unfurnished,1615,Under Construction,27.0,2099.0,East,1.0,28000000.0,"Kharadi, Pune, Maharashtra",3.0,Pune,Maharashtra
Houses & Villas,2.0,2.0,Semi-Furnished,1250,New Launch,1.0,1650.0,South,1.0,12000000.0,"Badambadi Colony, Cuttack, Odisha",2.0,Cuttack,Odisha
Apartments,3.0,3.0,Unfurnished,1240,Under Construction,4.0,1650.0,East,1.0,11000000.0,"Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,3.0,1.0,Semi-Furnished,510,Ready to Move,3.0,600.0,South-East,0.0,2000000.0,"Topsia, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,,1.0,Semi-Furnished,0,Ready to Move,,0.0,,0.0,3200000.0,"Chembur, Mumbai, Maharashtra",,Mumbai,Maharashtra
Builder Floors,1.0,1.0,Unfurnished,223,Ready to Move,1.0,223.0,East,1.0,600000.0,"Chander Vihar, Delhi, Delhi",1.0,Delhi,Delhi
Apartments,1.0,1.0,Semi-Furnished,636,Ready to Move,3.0,636.0,North-East,1.0,2200000.0,"Indira Nagar, Lucknow, Uttar Pradesh",1.0,Lucknow,Uttar Pradesh
Apartments,3.0,2.0,Unfurnished,150,Ready to Move,4.0,1250.0,South,1.0,8500000.0,"Patia, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,2.0,2.0,Unfurnished,800,Ready to Move,14.0,1300.0,East,1.0,16500000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,1.0,3.0,Semi-Furnished,1000,Ready to Move,0.0,1000.0,,1.0,3000000.0,"Saraspur, Ahmedabad, Gujarat",1.0,Ahmedabad,Gujarat
Houses & Villas,3.0,3.0,Furnished,375,Ready to Move,3.0,375.0,East,0.0,4800000.0,"Gheekanta, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,704,Ready to Move,17.0,1000.0,East,1.0,33500000.0,"Versova, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,0,Ready to Move,7.0,1188.0,East,1.0,4800000.0,"Vastral, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Semi-Furnished,557,Under Construction,6.0,697.0,North-East,0.0,2718000.0,"VIP Road, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,1.0,1.0,Semi-Furnished,225,Ready to Move,3.0,350.0,West,0.0,2800000.0,"Bandra West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,480,Ready to Move,7.0,610.0,East,0.0,7000000.0,"Kalwa, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,672,Under Construction,12.0,700.0,East,1.0,17800000.0,"Andheri East,  Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Furnished,838,Ready to Move,3.0,1304.0,North-East,1.0,6600000.0,"Sijua Patrapada, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,700,Ready to Move,15.0,1050.0,,1.0,7200000.0,"Panvel, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,1.0,Semi-Furnished,550,Ready to Move,6.0,600.0,North,1.0,1600000.0,"Mominpura, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,2400,Ready to Move,4.0,9600.0,,1.0,26000000.0,"Samantarapur, Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,600,Ready to Move,3.0,825.0,South-East,0.0,3465000.0,"Lake Town, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,3.0,3.0,Semi-Furnished,1130,Ready to Move,4.0,1250.0,East,3.0,5500000.0,"Ramkrishna Nagar, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,3.0,3.0,Unfurnished,1249,Under Construction,37.0,1650.0,East,1.0,13500000.0,"Panvel, Navi Mumbai, Maharashtra",3.0,Navi Mumbai,Maharashtra
Houses & Villas,3.0,3.0,Semi-Furnished,1105,Ready to Move,1.0,1305.0,North,1.0,15000000.0,"Chandkheda, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Furnished,124,Ready to Move,5.0,124.0,East,1.0,3900000.0,"Nikol, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Builder Floors,1.0,1.0,Unfurnished,400,Ready to Move,4.0,640.0,North,0.0,3800000.0,"Wahal Village, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,1.0,Furnished,542,Ready to Move,3.0,665.0,East,,1485000.0,"Sudarshan Park, Delhi, Delhi",2.0,Delhi,Delhi
Houses & Villas,4.0,4.0,Unfurnished,5850,Ready to Move,1.0,5850.0,North,1.0,19000000.0,"Gheekanta, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Houses & Villas,1.0,1.0,Unfurnished,1115,Ready to Move,1.0,1115.0,South,0.0,4000000.0,"Tagore Nagar, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,900,Ready to Move,4.0,1170.0,East,1.0,6300000.0,"Shahibag, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,,,,0,,,0.0,,,1300000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,777,Ready to Move,7.0,1295.0,East,1.0,8100000.0,"Paldi, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Unfurnished,490,Under Construction,5.0,490.0,East,1.0,1250000.0,"Wardha Road, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Houses & Villas,,,,0,,,0.0,,,1300000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Houses & Villas,4.0,3.0,Semi-Furnished,1215,Ready to Move,2.0,2025.0,,,14200000.0,"Vatva, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,1.0,2.0,Unfurnished,322,Ready to Move,10.0,510.0,West,0.0,8200000.0,"Kurla West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,381,New Launch,12.0,621.0,East,,3650000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
